problem,family,algorithm,trial,seed,budget,evaluations,best_value,runtime_seconds
GraphAlloc-Dense-20,graph-resource-allocation,GA,12,152038,1000,1000,-12.020254562097314,0.10024559999965277
GraphAlloc-Dense-20,graph-resource-allocation,GA,13,152039,1000,1000,-11.947637686370689,0.095698000000084
GraphAlloc-Dense-20,graph-resource-allocation,GA,14,152040,1000,1000,-11.980974918229146,0.0972702000008212
GraphAlloc-Dense-20,graph-resource-allocation,GA,15,152041,1000,1000,-12.021737078093933,0.10115600000062841
GraphAlloc-Dense-20,graph-resource-allocation,GA,16,152042,1000,1000,-11.993340021321094,0.11339479999969626
GraphAlloc-Dense-20,graph-resource-allocation,GA,17,152043,1000,1000,-12.000089676383128,0.17384109999966313
GraphAlloc-Dense-20,graph-resource-allocation,GA,18,152044,1000,1000,-12.013205986963772,0.24490769999920303
GraphAlloc-Dense-20,graph-resource-allocation,GA,19,152045,1000,1000,-11.913179279160692,0.17412919999969745
GraphAlloc-Dense-20,graph-resource-allocation,GA,20,152046,1000,1000,-12.033531383208931,0.12134270000024117
GraphAlloc-Dense-20,graph-resource-allocation,GA,21,152047,1000,1000,-11.99048819473979,0.1332944999994652
GraphAlloc-Dense-20,graph-resource-allocation,GA,22,152048,1000,1000,-12.012017919052392,0.11047130000042671
GraphAlloc-Dense-20,graph-resource-allocation,GA,23,152049,1000,1000,-11.879597409950321,0.11750670000037644
GraphAlloc-Dense-20,graph-resource-allocation,GA,24,152050,1000,1000,-12.001742566532146,0.10702649999984715
GraphAlloc-Dense-20,graph-resource-allocation,GA,25,152051,1000,1000,-11.896830553110709,0.12073400000008405
GraphAlloc-Dense-20,graph-resource-allocation,GA,26,152052,1000,1000,-12.014556154491457,0.11382050000065647
GraphAlloc-Dense-20,graph-resource-allocation,GA,27,152053,1000,1000,-12.08989843220714,0.09968730000036885
GraphAlloc-Dense-20,graph-resource-allocation,GA,28,152054,1000,1000,-11.783717287806983,0.09936010000001261
GraphAlloc-Dense-20,graph-resource-allocation,GA,29,152055,1000,1000,-11.994129416044132,0.10512779999953636
GraphAlloc-Dense-20,graph-resource-allocation,GA,30,152056,1000,1000,-12.003407445972059,0.10774319999927684
GraphAlloc-Dense-20,graph-resource-allocation,PSO,1,153027,1000,1000,-12.083950929315705,0.06286719999934576
GraphAlloc-Dense-20,graph-resource-allocation,PSO,2,153028,1000,1000,-12.02294253950811,0.06112399999983609
GraphAlloc-Dense-20,graph-resource-allocation,PSO,3,153029,1000,1000,-11.482252741263341,0.06218529999932798
GraphAlloc-Dense-20,graph-resource-allocation,PSO,4,153030,1000,1000,-11.9556204049457,0.06220729999949981
GraphAlloc-Dense-20,graph-resource-allocation,PSO,5,153031,1000,1000,-12.111476531975425,0.06217280000055325
GraphAlloc-Dense-20,graph-resource-allocation,PSO,6,153032,1000,1000,-11.999767634398745,0.06173190000026807
GraphAlloc-Dense-20,graph-resource-allocation,PSO,7,153033,1000,1000,-11.855799865082785,0.066336500000034
GraphAlloc-Dense-20,graph-resource-allocation,PSO,8,153034,1000,1000,-11.713313220568047,0.061443700000381796
GraphAlloc-Dense-20,graph-resource-allocation,PSO,9,153035,1000,1000,-11.85958686764037,0.06801670000004378
GraphAlloc-Dense-20,graph-resource-allocation,PSO,10,153036,1000,1000,-11.717939419645273,0.0650869999999486
GraphAlloc-Dense-20,graph-resource-allocation,PSO,11,153037,1000,1000,-11.86039671405872,0.06264729999929841
GraphAlloc-Dense-20,graph-resource-allocation,PSO,12,153038,1000,1000,-12.042104800884063,0.06442539999989094
GraphAlloc-Dense-20,graph-resource-allocation,PSO,13,153039,1000,1000,-12.093072053591934,0.061627799999769195
GraphAlloc-Dense-20,graph-resource-allocation,PSO,14,153040,1000,1000,-11.873185768379864,0.06083839999973861
GraphAlloc-Dense-20,graph-resource-allocation,PSO,15,153041,1000,1000,-12.084927266286659,0.06040279999979248
GraphAlloc-Dense-20,graph-resource-allocation,PSO,16,153042,1000,1000,-12.06744053501913,0.06078290000004927
GraphAlloc-Dense-20,graph-resource-allocation,PSO,17,153043,1000,1000,-12.012185952303284,0.060582699999940814
GraphAlloc-Dense-20,graph-resource-allocation,PSO,18,153044,1000,1000,-12.076088010225003,0.06163429999924119
GraphAlloc-Dense-20,graph-resource-allocation,PSO,19,153045,1000,1000,-12.046897258706496,0.059540900000683905
GraphAlloc-Dense-20,graph-resource-allocation,PSO,20,153046,1000,1000,-11.994530360950558,0.05889740000020538
GraphAlloc-Dense-20,graph-resource-allocation,PSO,21,153047,1000,1000,-12.094033629491355,0.06271210000068095
GraphAlloc-Dense-20,graph-resource-allocation,PSO,22,153048,1000,1000,-12.039977307088975,0.061680799999521696
GraphAlloc-Dense-20,graph-resource-allocation,PSO,23,153049,1000,1000,-11.942719437223113,0.06392719999985275
GraphAlloc-Dense-20,graph-resource-allocation,PSO,24,153050,1000,1000,-12.041140790011184,0.06301709999934246
GraphAlloc-Dense-20,graph-resource-allocation,PSO,25,153051,1000,1000,-11.963956340086352,0.06698299999970914
GraphAlloc-Dense-20,graph-resource-allocation,PSO,26,153052,1000,1000,-12.014143693291235,0.06424510000033479
GraphAlloc-Dense-20,graph-resource-allocation,PSO,27,153053,1000,1000,-11.63878276498028,0.06149399999958405
GraphAlloc-Dense-20,graph-resource-allocation,PSO,28,153054,1000,1000,-11.644549914782065,0.06228119999923365
GraphAlloc-Dense-20,graph-resource-allocation,PSO,29,153055,1000,1000,-11.980117995156304,0.061540900000181864
GraphAlloc-Dense-20,graph-resource-allocation,PSO,30,153056,1000,1000,-12.063012230109564,0.06381820000024163
GraphAlloc-Dense-20,graph-resource-allocation,DE,1,154027,1000,1000,-11.960750594458377,0.10741260000031616
GraphAlloc-Dense-20,graph-resource-allocation,DE,2,154028,1000,1000,-11.85152051722572,0.10367190000033588
GraphAlloc-Dense-20,graph-resource-allocation,DE,3,154029,1000,1000,-11.953834284122344,0.10800519999975222
GraphAlloc-Dense-20,graph-resource-allocation,DE,4,154030,1000,1000,-11.775757378311228,0.10437379999984842
GraphAlloc-Dense-20,graph-resource-allocation,DE,5,154031,1000,1000,-11.853918120039106,0.10940479999953823
GraphAlloc-Dense-20,graph-resource-allocation,DE,6,154032,1000,1000,-11.980355597333409,0.10942210000030173
GraphAlloc-Dense-20,graph-resource-allocation,DE,7,154033,1000,1000,-11.904327268218072,0.10955329999978858
GraphAlloc-Dense-20,graph-resource-allocation,DE,8,154034,1000,1000,-11.936773746608843,0.10322620000079041
GraphAlloc-Dense-20,graph-resource-allocation,DE,9,154035,1000,1000,-11.823616589647724,0.10468979999950534
GraphAlloc-Dense-20,graph-resource-allocation,DE,10,154036,1000,1000,-11.964031255513294,0.10839820000001055
GraphAlloc-Dense-20,graph-resource-allocation,DE,11,154037,1000,1000,-11.929103853456994,0.10858689999986382
GraphAlloc-Dense-20,graph-resource-allocation,DE,12,154038,1000,1000,-11.86813247951558,0.10459939999964263
GraphAlloc-Dense-20,graph-resource-allocation,DE,13,154039,1000,1000,-11.828894059887709,0.10896920000050159
GraphAlloc-Dense-20,graph-resource-allocation,DE,14,154040,1000,1000,-11.857591332808093,0.10500780000074883
GraphAlloc-Dense-20,graph-resource-allocation,DE,15,154041,1000,1000,-11.871623922903142,0.10940210000080697
GraphAlloc-Dense-20,graph-resource-allocation,DE,16,154042,1000,1000,-11.9294047295826,0.1087310000002617
GraphAlloc-Dense-20,graph-resource-allocation,DE,17,154043,1000,1000,-11.934513151023044,0.10716750000028696
GraphAlloc-Dense-20,graph-resource-allocation,DE,18,154044,1000,1000,-11.89023525950195,0.10618890000023384
GraphAlloc-Dense-20,graph-resource-allocation,DE,19,154045,1000,1000,-11.759765394697844,0.10399860000052286
GraphAlloc-Dense-20,graph-resource-allocation,DE,20,154046,1000,1000,-11.8907435146281,0.10962999999992462
GraphAlloc-Dense-20,graph-resource-allocation,DE,21,154047,1000,1000,-11.891635001058855,0.1082643999998254
GraphAlloc-Dense-20,graph-resource-allocation,DE,22,154048,1000,1000,-11.969155523153342,0.10615090000010241
GraphAlloc-Dense-20,graph-resource-allocation,DE,23,154049,1000,1000,-11.909483493506466,0.10360239999954501
GraphAlloc-Dense-20,graph-resource-allocation,DE,24,154050,1000,1000,-11.897972710170055,0.10377640000024257
GraphAlloc-Dense-20,graph-resource-allocation,DE,25,154051,1000,1000,-11.932480532188714,0.1064408000002004
GraphAlloc-Dense-20,graph-resource-allocation,DE,26,154052,1000,1000,-11.947813494317913,0.10605220000070403
GraphAlloc-Dense-20,graph-resource-allocation,DE,27,154053,1000,1000,-11.973071929786181,0.10156650000044465
GraphAlloc-Dense-20,graph-resource-allocation,DE,28,154054,1000,1000,-11.837344969761325,0.10379250000005413
GraphAlloc-Dense-20,graph-resource-allocation,DE,29,154055,1000,1000,-11.79132042013533,0.10752950000005512
GraphAlloc-Dense-20,graph-resource-allocation,DE,30,154056,1000,1000,-11.851635907108315,0.10516310000002704
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,1,155027,1000,1000,-10.971077501102602,0.07798600000023725
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,2,155028,1000,1000,-11.12425305034707,0.08606150000014168
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,3,155029,1000,1000,-11.112155242218812,0.07738249999965774
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,4,155030,1000,1000,-11.061794981872007,0.07352790000004461
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,5,155031,1000,1000,-11.212211229776901,0.07811059999949066
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,6,155032,1000,1000,-10.906004173870667,0.07822630000009667
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,7,155033,1000,1000,-10.999393494869627,0.07694230000015523
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,8,155034,1000,1000,-11.179592412707729,0.07483330000013666
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,9,155035,1000,1000,-11.26918252744819,0.07767650000005233
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,10,155036,1000,1000,-10.979666750972687,0.07580300000063289
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,11,155037,1000,1000,-11.269131061390638,0.07518290000007255
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,12,155038,1000,1000,-11.266009058251262,0.07589609999922686
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,13,155039,1000,1000,-11.02073051064935,0.07575879999967583
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,14,155040,1000,1000,-11.135713002928673,0.0754770000003191
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,15,155041,1000,1000,-11.146035319509252,0.07495190000008733
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,16,155042,1000,1000,-11.045720235348501,0.07707370000025549
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,17,155043,1000,1000,-11.426200535136283,0.07206390000010288
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,18,155044,1000,1000,-10.963383940626507,0.07722180000018852
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,19,155045,1000,1000,-11.419270997365405,0.07158220000019355
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,20,155046,1000,1000,-11.09093206559972,0.07913840000037453
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,21,155047,1000,1000,-11.406205351496665,0.08420449999994162
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,22,155048,1000,1000,-11.057667153178228,0.07717610000054265
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,23,155049,1000,1000,-11.264567194969938,0.08370019999983924
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,24,155050,1000,1000,-10.97132363814718,0.08305560000007972
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,25,155051,1000,1000,-10.983174367603866,0.08092179999948712
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,26,155052,1000,1000,-10.99330947546215,0.09224819999963074
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,27,155053,1000,1000,-10.958295698806522,0.08680199999980687
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,28,155054,1000,1000,-11.200252972053406,0.09359869999934745
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,29,155055,1000,1000,-11.097946833353777,0.11624469999969733
GraphAlloc-Dense-20,graph-resource-allocation,MonteCarlo,30,155056,1000,1000,-10.852931369115755,0.0985368000001472
Routing-Sparse-14,graph-routing,GA,1,162027,1000,1000,58.80771594624933,0.08740519999992102
Routing-Sparse-14,graph-routing,GA,2,162028,1000,1000,58.77654807938937,0.08429400000022724
Routing-Sparse-14,graph-routing,GA,3,162029,1000,1000,58.80946222168326,0.0861360999997487
Routing-Sparse-14,graph-routing,GA,4,162030,1000,1000,58.764503116084924,0.08233199999995122
Routing-Sparse-14,graph-routing,GA,5,162031,1000,1000,58.76427873348689,0.08858349999991333
Routing-Sparse-14,graph-routing,GA,6,162032,1000,1000,58.800668802971785,0.0910316999998031
Routing-Sparse-14,graph-routing,GA,7,162033,1000,1000,59.34551560848394,0.08423160000074859
Routing-Sparse-14,graph-routing,GA,8,162034,1000,1000,58.7806108132959,0.08254959999976563
Routing-Sparse-14,graph-routing,GA,9,162035,1000,1000,58.813469596424405,0.07833960000061779
Routing-Sparse-14,graph-routing,GA,10,162036,1000,1000,58.78724965950353,0.0804007000006095
Routing-Sparse-14,graph-routing,GA,11,162037,1000,1000,58.777999665429945,0.07921069999974861
Routing-Sparse-14,graph-routing,GA,12,162038,1000,1000,58.82199257790179,0.08609139999953186
Routing-Sparse-14,graph-routing,GA,13,162039,1000,1000,58.79721228566877,0.08257730000059382
Routing-Sparse-14,graph-routing,GA,14,162040,1000,1000,58.77228129108468,0.07891929999914282
Routing-Sparse-14,graph-routing,GA,15,162041,1000,1000,58.79979509278418,0.08186840000053053
Routing-Sparse-14,graph-routing,GA,16,162042,1000,1000,58.7696664556562,0.08430709999993269
Routing-Sparse-14,graph-routing,GA,17,162043,1000,1000,58.80276447590729,0.07890749999933178
Routing-Sparse-14,graph-routing,GA,18,162044,1000,1000,58.81374711610029,0.08196659999975964
Routing-Sparse-14,graph-routing,GA,19,162045,1000,1000,59.08574871135099,0.0770818999999392
Routing-Sparse-14,graph-routing,GA,20,162046,1000,1000,58.78126978488358,0.0814782000006744
Routing-Sparse-14,graph-routing,GA,21,162047,1000,1000,58.803276336154795,0.08141909999994823
Routing-Sparse-14,graph-routing,GA,22,162048,1000,1000,58.7669002577596,0.08631640000021434
Routing-Sparse-14,graph-routing,GA,23,162049,1000,1000,58.76796563493614,0.08366560000013123
Routing-Sparse-14,graph-routing,GA,24,162050,1000,1000,58.85771591123666,0.08427759999995033
Routing-Sparse-14,graph-routing,GA,25,162051,1000,1000,61.66178818661068,0.08482529999946564
Routing-Sparse-14,graph-routing,GA,26,162052,1000,1000,58.77220123540893,0.08081790000051114
Routing-Sparse-14,graph-routing,GA,27,162053,1000,1000,58.76486455470061,0.08089879999988625
Routing-Sparse-14,graph-routing,GA,28,162054,1000,1000,58.94584620500328,0.0852138999998715
Routing-Sparse-14,graph-routing,GA,29,162055,1000,1000,58.76810496187923,0.0890320000007705
Routing-Sparse-14,graph-routing,GA,30,162056,1000,1000,58.811943695233026,0.0808099999994738
Routing-Sparse-14,graph-routing,PSO,1,163027,1000,1000,58.818856671541695,0.042937000000165426
Routing-Sparse-14,graph-routing,PSO,2,163028,1000,1000,58.799264661843566,0.038977600000180246
Routing-Sparse-14,graph-routing,PSO,3,163029,1000,1000,59.14831507378432,0.0379757000000609
Routing-Sparse-14,graph-routing,PSO,4,163030,1000,1000,58.81736949105781,0.04019250000055763
Routing-Sparse-14,graph-routing,PSO,5,163031,1000,1000,59.386674444454215,0.04159979999985808
Routing-Sparse-14,graph-routing,PSO,6,163032,1000,1000,60.4335914999723,0.04300189999958093
Routing-Sparse-14,graph-routing,PSO,7,163033,1000,1000,65.8639261381494,0.04248439999992115
Routing-Sparse-14,graph-routing,PSO,8,163034,1000,1000,58.85014218358645,0.04217960000005405
Routing-Sparse-14,graph-routing,PSO,9,163035,1000,1000,65.09425328463506,0.04346579999946698
Routing-Sparse-14,graph-routing,PSO,10,163036,1000,1000,58.85284781679996,0.05196070000056352
Routing-Sparse-14,graph-routing,PSO,11,163037,1000,1000,58.98817779420989,0.040209699999650184
Routing-Sparse-14,graph-routing,PSO,12,163038,1000,1000,65.22069944133797,0.044589600000108476
Routing-Sparse-14,graph-routing,PSO,13,163039,1000,1000,58.824877156856985,0.03885869999976421
Routing-Sparse-14,graph-routing,PSO,14,163040,1000,1000,58.92044844296495,0.0500385000004826
Routing-Sparse-14,graph-routing,PSO,15,163041,1000,1000,65.22071868080515,0.0792620000001989
Routing-Sparse-14,graph-routing,PSO,16,163042,1000,1000,58.77690767841274,0.042563699999845994
Routing-Sparse-14,graph-routing,PSO,17,163043,1000,1000,58.958939809264656,0.04106690000025992
Routing-Sparse-14,graph-routing,PSO,18,163044,1000,1000,58.88618012446273,0.039799000000130036
Routing-Sparse-14,graph-routing,PSO,19,163045,1000,1000,58.92771915685222,0.039258100000552076
Routing-Sparse-14,graph-routing,PSO,20,163046,1000,1000,61.900247205113025,0.03926979999960167
Routing-Sparse-14,graph-routing,PSO,21,163047,1000,1000,61.755732640977136,0.04039950000060344
Routing-Sparse-14,graph-routing,PSO,22,163048,1000,1000,58.77850889873675,0.03952599999956874
Routing-Sparse-14,graph-routing,PSO,23,163049,1000,1000,61.47746445850149,0.04079920000003767
Routing-Sparse-14,graph-routing,PSO,24,163050,1000,1000,65.9035177786513,0.03931049999937386
Routing-Sparse-14,graph-routing,PSO,25,163051,1000,1000,58.81547589512348,0.03889849999995931
Routing-Sparse-14,graph-routing,PSO,26,163052,1000,1000,58.79959924442439,0.03860100000019884
Routing-Sparse-14,graph-routing,PSO,27,163053,1000,1000,58.8378892552424,0.03839700000025914
Routing-Sparse-14,graph-routing,PSO,28,163054,1000,1000,59.138047476807465,0.04000919999998587
Routing-Sparse-14,graph-routing,PSO,29,163055,1000,1000,58.98714668026927,0.04220679999980348
Routing-Sparse-14,graph-routing,PSO,30,163056,1000,1000,65.09968095873917,0.040278300000863965
Routing-Sparse-14,graph-routing,DE,1,164027,1000,1000,58.922914460956235,0.08404040000004898
Routing-Sparse-14,graph-routing,DE,2,164028,1000,1000,59.420960152195285,0.08842000000004191
Routing-Sparse-14,graph-routing,DE,3,164029,1000,1000,58.99581947461977,0.09319520000008197
Routing-Sparse-14,graph-routing,DE,4,164030,1000,1000,59.57178565597371,0.08293359999970562
Routing-Sparse-14,graph-routing,DE,5,164031,1000,1000,62.71469101267743,0.10603399999945395
Routing-Sparse-14,graph-routing,DE,6,164032,1000,1000,58.976358102324674,0.0811703999997917
Routing-Sparse-14,graph-routing,DE,7,164033,1000,1000,59.713834251680105,0.08500199999980396
Routing-Sparse-14,graph-routing,DE,8,164034,1000,1000,59.057907376596845,0.09674290000020846
Routing-Sparse-14,graph-routing,DE,9,164035,1000,1000,61.757303728280014,0.08960339999975986
Routing-Sparse-14,graph-routing,DE,10,164036,1000,1000,58.92627745334964,0.08571570000003703
Routing-Sparse-14,graph-routing,DE,11,164037,1000,1000,60.26577838930687,0.08481289999963337
Routing-Sparse-14,graph-routing,DE,12,164038,1000,1000,59.54821247604247,0.08678329999929701
Routing-Sparse-14,graph-routing,DE,13,164039,1000,1000,60.09476898909918,0.08831139999983861
Routing-Sparse-14,graph-routing,DE,14,164040,1000,1000,62.30293701595647,0.08997569999974075
Routing-Sparse-14,graph-routing,DE,15,164041,1000,1000,60.36822237253803,0.08913709999978892
Routing-Sparse-14,graph-routing,DE,16,164042,1000,1000,58.800058334967986,0.0869142000001375
Routing-Sparse-14,graph-routing,DE,17,164043,1000,1000,60.27594597623368,0.08520430000044144
Routing-Sparse-14,graph-routing,DE,18,164044,1000,1000,59.35393812286907,0.0876222000006237
Routing-Sparse-14,graph-routing,DE,19,164045,1000,1000,60.258734767780716,0.08434619999934512
Routing-Sparse-14,graph-routing,DE,20,164046,1000,1000,59.35515370505266,0.09097660000043106
Routing-Sparse-14,graph-routing,DE,21,164047,1000,1000,59.18843242496279,0.08905020000020158
Routing-Sparse-14,graph-routing,DE,22,164048,1000,1000,60.47017135813951,0.08507319999989704
Routing-Sparse-14,graph-routing,DE,23,164049,1000,1000,60.25306993878301,0.08332359999985783
Routing-Sparse-14,graph-routing,DE,24,164050,1000,1000,60.286031328695834,0.08388300000024174
Routing-Sparse-14,graph-routing,DE,25,164051,1000,1000,58.88884061907306,0.08288499999980559
Routing-Sparse-14,graph-routing,DE,26,164052,1000,1000,59.20582081953459,0.09010880000005272
Routing-Sparse-14,graph-routing,DE,27,164053,1000,1000,58.83537059491069,0.08506560000023455
Routing-Sparse-14,graph-routing,DE,28,164054,1000,1000,61.47750121408695,0.08743729999969219
Routing-Sparse-14,graph-routing,DE,29,164055,1000,1000,60.26546827142703,0.08499709999978222
Routing-Sparse-14,graph-routing,DE,30,164056,1000,1000,59.44835772971147,0.0809386999999333
Routing-Sparse-14,graph-routing,MonteCarlo,1,165027,1000,1000,68.83450174609395,0.05276490000051126
Routing-Sparse-14,graph-routing,MonteCarlo,2,165028,1000,1000,72.70038367083407,0.05123050000020157
Routing-Sparse-14,graph-routing,MonteCarlo,3,165029,1000,1000,69.63711203532311,0.05401410000013129
Routing-Sparse-14,graph-routing,MonteCarlo,4,165030,1000,1000,67.6510593094676,0.052553399999851536
Routing-Sparse-14,graph-routing,MonteCarlo,5,165031,1000,1000,66.32278346638265,0.0565428999998403
Routing-Sparse-14,graph-routing,MonteCarlo,6,165032,1000,1000,67.4486626228913,0.05811519999951997
Routing-Sparse-14,graph-routing,MonteCarlo,7,165033,1000,1000,66.70262978993985,0.05282130000068719
Routing-Sparse-14,graph-routing,MonteCarlo,8,165034,1000,1000,66.05715830926091,0.05336009999973612
Routing-Sparse-14,graph-routing,MonteCarlo,9,165035,1000,1000,68.29686051846454,0.05295089999981428
Routing-Sparse-14,graph-routing,MonteCarlo,10,165036,1000,1000,71.25297378554374,0.05519840000033582
Routing-Sparse-14,graph-routing,MonteCarlo,11,165037,1000,1000,71.95189761466132,0.0565323000000717
Routing-Sparse-14,graph-routing,MonteCarlo,12,165038,1000,1000,71.34973159490274,0.0549858000003951
Routing-Sparse-14,graph-routing,MonteCarlo,13,165039,1000,1000,67.91563015542941,0.05531730000075186
Routing-Sparse-14,graph-routing,MonteCarlo,14,165040,1000,1000,67.13749672746061,0.0549444999996922
Routing-Sparse-14,graph-routing,MonteCarlo,15,165041,1000,1000,67.83420008835746,0.053517399999691406
Routing-Sparse-14,graph-routing,MonteCarlo,16,165042,1000,1000,61.707376362189166,0.05403110000042943
Routing-Sparse-14,graph-routing,MonteCarlo,17,165043,1000,1000,64.06278448586266,0.06360949999998411
Routing-Sparse-14,graph-routing,MonteCarlo,18,165044,1000,1000,68.91611686672273,0.05407999999988533
Routing-Sparse-14,graph-routing,MonteCarlo,19,165045,1000,1000,64.33340753638623,0.053071100000124716
Routing-Sparse-14,graph-routing,MonteCarlo,20,165046,1000,1000,67.57642047930612,0.054317200000696175
Routing-Sparse-14,graph-routing,MonteCarlo,21,165047,1000,1000,65.42921176875718,0.05119300000023941
Routing-Sparse-14,graph-routing,MonteCarlo,22,165048,1000,1000,67.8552287700497,0.05696869999974297
Routing-Sparse-14,graph-routing,MonteCarlo,23,165049,1000,1000,70.84851109347358,0.05275880000044708
Routing-Sparse-14,graph-routing,MonteCarlo,24,165050,1000,1000,66.48719197058526,0.05457490000026155
Routing-Sparse-14,graph-routing,MonteCarlo,25,165051,1000,1000,66.74002510532529,0.06021799999962241
Routing-Sparse-14,graph-routing,MonteCarlo,26,165052,1000,1000,70.1831339410329,0.05263280000053783
Routing-Sparse-14,graph-routing,MonteCarlo,27,165053,1000,1000,63.272838316554065,0.05339710000043851
Routing-Sparse-14,graph-routing,MonteCarlo,28,165054,1000,1000,69.58804686763366,0.0518792000002577
Routing-Sparse-14,graph-routing,MonteCarlo,29,165055,1000,1000,67.57954003127637,0.060047599999961676
Routing-Sparse-14,graph-routing,MonteCarlo,30,165056,1000,1000,65.05897895944304,0.05932720000055269
Routing-Dense-14,graph-routing,GA,1,172027,1000,1000,38.01500600863483,0.09807619999992312
Routing-Dense-14,graph-routing,GA,2,172028,1000,1000,38.007285102135604,0.10864159999982803
Routing-Dense-14,graph-routing,GA,3,172029,1000,1000,38.172340923652335,0.11093579999942449
Routing-Dense-14,graph-routing,GA,4,172030,1000,1000,38.11474123444489,0.10186179999982414
Routing-Dense-14,graph-routing,GA,5,172031,1000,1000,38.090764907933185,0.09839249999913591
Routing-Dense-14,graph-routing,GA,6,172032,1000,1000,37.996953776782625,0.10112570000001142
Routing-Dense-14,graph-routing,GA,7,172033,1000,1000,38.31514003826638,0.09772280000015598
Routing-Dense-14,graph-routing,GA,8,172034,1000,1000,38.10462777138371,0.09858520000034332
Routing-Dense-14,graph-routing,GA,9,172035,1000,1000,38.01882955967159,0.0898111999995308
Routing-Dense-14,graph-routing,GA,10,172036,1000,1000,38.033403961778106,0.10129669999969337
Routing-Dense-14,graph-routing,GA,11,172037,1000,1000,38.07760736382136,0.09235129999979108
Routing-Dense-14,graph-routing,GA,12,172038,1000,1000,37.989648175440955,0.0950079000003825
Routing-Dense-14,graph-routing,GA,13,172039,1000,1000,38.099341678116794,0.09411459999955696
Routing-Dense-14,graph-routing,GA,14,172040,1000,1000,38.10354431435888,0.0928102999996554
Routing-Dense-14,graph-routing,GA,15,172041,1000,1000,37.989377665564675,0.09111420000044745
Routing-Dense-14,graph-routing,GA,16,172042,1000,1000,38.00509630847618,0.10038299999996525
Routing-Dense-14,graph-routing,GA,17,172043,1000,1000,38.026554030994525,0.09623589999955584
Routing-Dense-14,graph-routing,GA,18,172044,1000,1000,38.07109443176608,0.10310970000045927
Routing-Dense-14,graph-routing,GA,19,172045,1000,1000,37.99760407595362,0.09677430000010645
Routing-Dense-14,graph-routing,GA,20,172046,1000,1000,38.032938148686135,0.1264112999997451
Routing-Dense-14,graph-routing,GA,21,172047,1000,1000,38.0139994714834,0.10880029999952967
Routing-Dense-14,graph-routing,GA,22,172048,1000,1000,38.0260393944097,0.09314280000035069
Routing-Dense-14,graph-routing,GA,23,172049,1000,1000,38.26071869343537,0.09193789999972068
Routing-Dense-14,graph-routing,GA,24,172050,1000,1000,37.98785249010236,0.10179800000059913
Routing-Dense-14,graph-routing,GA,25,172051,1000,1000,37.9950948836401,0.10731100000066363
Routing-Dense-14,graph-routing,GA,26,172052,1000,1000,38.05623566053423,0.10112140000001091
Routing-Dense-14,graph-routing,GA,27,172053,1000,1000,38.02816816835127,0.09568330000001879
Routing-Dense-14,graph-routing,GA,28,172054,1000,1000,38.05138172106996,0.09527800000068964
Routing-Dense-14,graph-routing,GA,29,172055,1000,1000,38.1285244025697,0.10415389999980107
Routing-Dense-14,graph-routing,GA,30,172056,1000,1000,37.99057931157154,0.10005459999956656
Routing-Dense-14,graph-routing,PSO,1,173027,1000,1000,38.85818267677809,0.05697680000048422
Routing-Dense-14,graph-routing,PSO,2,173028,1000,1000,38.200368707504644,0.05776569999943604
Routing-Dense-14,graph-routing,PSO,3,173029,1000,1000,38.055628246899374,0.05824410000059288
Routing-Dense-14,graph-routing,PSO,4,173030,1000,1000,38.00648467846165,0.05812729999979638
Routing-Dense-14,graph-routing,PSO,5,173031,1000,1000,38.02145124400059,0.05102179999994405
Routing-Dense-14,graph-routing,PSO,6,173032,1000,1000,39.02547961161151,0.049647900000309164
